ICD9,DESCRIPTION
E9953,War operations involving intentional restriction of air and airway
E9954,War operations involving unintentional restriction of air and airway
E9958,War operations involving other forms of conventional warfare
E9959,War operations involving other forms of conventional warfare
E9960,War operations involving direct blast effect of nuclear weapon
E9961,War operations involving indirect blast effect of nuclear weapon
E9962,War operations involving thermal radiation effect of nuclear weapon
E9963,War operation involving nuclear radiation effects of nuclear weapon
E9968,War operation involving other effects of nuclear weapons
E9969,War operations involving unspecified effect of nuclear weapon
E9970,War operations involving chemical weapons and other forms of unconventional warfare
E9971,War operations involving biological weapons
E9972,War operations involving chemical weapons and other forms of unconventional warfare
E9973,War operations involving unspecified weapon of mass destruction [WMD]
E9978,War operations involving chemical weapons and other forms of unconventional warfare
E9979,War operations involving chemical weapons and other forms of unconventional warfare
E9980,Explosion of mine placed during war operations but exploding after cessation of hostilities
E9981,Explosion of bomb placed during war operations but exploding after cessation of hostilities
E9988,Other war operations occurring after cessation of hostilities
E9989,Unspecified war operations occurring after cessation of hostilities
E9990,War operations involving explosion of depth-charge
E9991,Terrorism involving explosion of marine weapons
V010,Contact with and (suspected) exposure to other intestinal infectious diseases
V011,Contact with and (suspected) exposure to tuberculosis
V012,Contact with and (suspected) exposure to other communicable diseases
V013,Contact with and (suspected) exposure to other communicable diseases
V014,Contact with and (suspected) exposure to rubella
V015,Contact with and (suspected) exposure to rabies
V016,Contact with and (suspected) exposure to infections with a predominantly sexual mode of transmission
V0171,Contact with and (suspected) exposure to varicella
V0179,Contact with and (suspected) exposure to human immunodeficiency virus [HIV]
V0181,Contact with and (suspected) exposure to anthrax
V0182,Contact with and (suspected) exposure to other communicable diseases
V0183,Contact with and (suspected) exposure to intestinal infectious diseases due to Escherichia coli (E coli)
V0184,Contact with and (suspected) exposure to meningococcus
V0189,Contact with and (suspected) exposure to other communicable diseases
V019,Contact with and (suspected) exposure to unspecified communicable disease
V020,Carrier of other intestinal infectious diseases
V021,Carrier of typhoid
V022,Carrier of other intestinal infectious diseases
V023,Carrier of other intestinal infectious diseases
024,Carrier of diphtheria
V0251,Carrier of Group B streptococcus
V0252,Carrier of other streptococcus
V0253,Carrier or suspected carrier of Methicillin susceptible Staphylococcus aureus
V0254,Carrier or suspected carrier of Methicillin resistant Staphylococcus aureus
V0259,Carrier of bacterial disease due to meningococci
V0260,Carrier of unspecified viral hepatitis
V0261,Carrier of viral hepatitis B
V0262,Carrier of viral hepatitis C
V0269,Carrier of other viral hepatitis
V027,Carrier of infections with a predominantly sexual mode of transmission
V028,Carrier of infections with a predominantly sexual mode of transmission
V029,Carrier of other infectious diseases
V030,Encounter for immunization
V031,Encounter for immunization
V032,Encounter for immunization
V033,Encounter for immunization
V034,Encounter for immunization
V035,Encounter for immunization
V036,Encounter for immunization
V037,Encounter for immunization
V0381,Encounter for immunization
V0382,Encounter for immunization
V0389,Encounter for immunization
V039,Encounter for immunization
V040,Encounter for immunization
V041,Encounter for immunization
V042,Encounter for immunization
V043,Encounter for immunization
V044,Encounter for immunization
V045,Encounter for immunization
V046,Encounter for immunization
V047,Encounter for immunization
V0481,Encounter for immunization
V0482,Encounter for immunization
V0489,Encounter for immunization
V050,Encounter for immunization
V051,Encounter for immunization
V052,Encounter for immunization
V053,Encounter for immunization
V054,Encounter for immunization
V058,Encounter for immunization
V059,Encounter for immunization
V060,Encounter for immunization
V061,Encounter for immunization
V062,Encounter for immunization
V063,Encounter for immunization
V064,Encounter for immunization
V065,Encounter for immunization
V066,Encounter for immunization
V068,Encounter for immunization
V069,Encounter for immunization
V070,Encounter for other specified aftercare
V071,Encounter for other specified aftercare
V072,Encounter for other procedures for purposes other than remedying health state
V0731,Encounter for other procedures for purposes other than remedying health state
V0739,Encounter for other procedures for purposes other than remedying health state
V074,Hormone replacement therapy (postmenopausal)
V0751,Long term (current) use of selective estrogen receptor modulators (SERMs)
V0752,Long term (current) use of aromatase inhibitors
V0759,Long term (current) use of other agents affecting estrogen receptors and estrogen levels
V078,Encounter for other procedures for purposes other than remedying health state
V079,Encounter for other procedures for purposes other than remedying health state
V08,Asymptomatic human immunodeficiency virus [HIV] infection status
V090,Resistance to penicillins
V091,Resistance to unspecified beta lactam antibiotics
V092,Resistance to other single specified antibiotic
V093,Resistance to other single specified antibiotic
V094,Resistance to other single specified antibiotic
V0950,Resistance to quinolones and fluoroquinolones
V0951,Resistance to quinolones and fluoroquinolones
V096,Resistance to other single specified antibiotic
V0970,Resistance to single antimycobacterial drug
V0971,Resistance to multiple antimycobacterial drugs
V0980,Resistance to unspecified antibiotic
V0981,Resistance to multiple antimicrobial drugs
V0990,Resistance to unspecified antimicrobial drugs
V0991,Resistance to multiple antibiotics
V1000,Personal history of malignant neoplasm of unspecified digestive organ
V1001,Personal history of malignant neoplasm of tongue
V1002,Personal history of malignant neoplasm of other sites of lip
V1003,Personal history of malignant neoplasm of esophagus
V1004,Personal history of other malignant neoplasm of stomach
V1005,Personal history of other malignant neoplasm of large intestine
V1006,Personal history of other malignant neoplasm of rectum
V1007,Personal history of malignant neoplasm of liver
V1009,Personal history of other malignant neoplasm of small intestine
V1011,Personal history of other malignant neoplasm of bronchus and lung
V1012,Personal history of malignant neoplasm of trachea
V1020,Personal history of malignant neoplasm of unspecified respiratory organ
V1021,Personal history of malignant neoplasm of larynx
V1022,Personal history of malignant neoplasm of nasal cavities
V1029,Personal history of malignant neoplasm of other respiratory and intrathoracic organs
V103,Personal history of malignant neoplasm of breast
V1040,Personal history of malignant neoplasm of unspecified female genital organ
V1041,Personal history of malignant neoplasm of cervix uteri
V1042,Personal history of malignant neoplasm of other parts of uterus
V1043,Personal history of malignant neoplasm of ovary
V1044,Personal history of malignant neoplasm of other female genital organs
V1045,Personal history of malignant neoplasm of unspecified male genital organ
V1046,Personal history of malignant neoplasm of prostate
V1047,Personal history of malignant neoplasm of testis
V1048,Personal history of malignant neoplasm of epididymis
V1049,Personal history of malignant neoplasm of other male genital organs
V1050,Personal history of malignant neoplasm of unspecified urinary tract organ
V1051,Personal history of malignant neoplasm of bladder
V1052,Personal history of other malignant neoplasm of kidney
V1053,Personal history of malignant neoplasm of renal pelvis
V1059,Personal history of malignant neoplasm of ureter
V1060,Personal history of leukemia
V1061,Personal history of leukemia
V1062,Personal history of leukemia
V1063,Personal history of leukemia
V1069,Personal history of leukemia
V1071,Personal history of malignant neoplasm of soft tissue
V1072,Personal history of Hodgkin lymphoma
V1079,Personal history of other malignant neoplasms of lymphoid
V1081,Personal history of malignant neoplasm of bone
V1082,Personal history of malignant melanoma of skin
V1083,Personal history of other malignant neoplasm of skin
V1084,Personal history of malignant neoplasm of eye
V1085,Personal history of malignant neoplasm of brain
V1086,Personal history of malignant neoplasm of other parts of nervous tissue
V1087,Personal history of malignant neoplasm of thyroid
V1088,Personal history of malignant neoplasm of other endocrine glands
V1089,Personal history of malignant neoplasm of soft tissue
V1090,Personal history of malignant neoplasm
V1091,Personal history of malignant carcinoid tumor of stomach
V110,Other specified problems related to psychosocial circumstances
V111,Other specified problems related to psychosocial circumstances
V112,Other specified problems related to psychosocial circumstances
V113,Other specified problems related to psychosocial circumstances
V114,Personal history of combat and operational stress reaction
V118,Personal history of other mental and behavioral disorders
V119,Personal history of other mental and behavioral disorders
V1200,Personal history of other infectious and parasitic diseases
V1201,Personal history of tuberculosis
V1202,Personal history of poliomyelitis
V1203,Personal history of malaria
V1204,Personal history of Methicillin resistant Staphylococcus aureus infection
V1209,Personal history of other infectious and parasitic diseases
V121,Personal history of other endocrine
V1221,Personal history of gestational diabetes
V1229,Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
V123,Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
V1240,Personal history of other diseases of the nervous system and sense organs
V1241,Personal history of benign neoplasm of the brain
V1242,Personal history of infections of the central nervous system
V1249,Personal history of other diseases of the nervous system and sense organs
V1250,Personal history of other diseases of the circulatory system
V1251,Personal history of other venous thrombosis and embolism
V1252,Personal history of thrombophlebitis
V1253,Personal history of sudden cardiac arrest
V1254,Personal history of transient ischemic attack (TIA)
V1255,Personal history of pulmonary embolism
V1259,Personal history of other diseases of the circulatory system
V1260,Personal history of other diseases of the respiratory system
V1261,Personal history of pneumonia (recurrent)
V1269,Personal history of other diseases of the respiratory system
V1270,Personal history of other diseases of the digestive system
V1271,Personal history of peptic ulcer disease
V1272,Personal history of colonic polyps
V1279,Personal history of other diseases of the digestive system
V1300,Personal history of other diseases of urinary system
V1301,Personal history of urinary calculi
V1302,Personal history of urinary (tract) infections
V1303,Personal history of nephrotic syndrome
V1309,Personal history of other diseases of urinary system
V131,Personal history of other complications of pregnancy
V1321,Personal history of pre-term labor
V1322,Personal history of cervical dysplasia
V1323,Personal history of vaginal dysplasia
V1324,Personal history of vulvar dysplasia
V1329,Personal history of other diseases of the female genital tract
V133,Personal history of diseases of the skin and subcutaneous tissue
V134,Personal history of other diseases of the musculoskeletal system and connective tissue
V1351,Personal history of (healed) other pathological fracture
V1352,Personal history of (healed) stress fracture
V1359,Personal history of other diseases of the musculoskeletal system and connective tissue
V1361,Personal history of (corrected) hypospadias
V1362,Personal history of other specified (corrected) congenital malformations of genitourinary system
V1363,Personal history of other specified (corrected) congenital malformations of nervous system and sense organs
V1364,Personal history of (corrected) congenital malformations of face and neck
V1365,Personal history of (corrected) congenital malformations of heart and circulatory system
V1366,Personal history of (corrected) congenital malformations of respiratory system
V1367,Personal history of other specified (corrected) congenital malformations of digestive system
V1368,Personal history of (corrected) congenital malformations of integument
V1369,Personal history of other (corrected) congenital malformations
V137,Personal history of other specified conditions
V1381,Personal history of anaphylaxis
V1389,Personal history of other specified conditions
V139,Personal history of other specified conditions
V140,Allergy status to penicillin
V141,Allergy status to other antibiotic agents status
V142,Allergy status to sulfonamides status
V143,Allergy status to other anti-infective agents status
V144,Allergy status to anesthetic agent status
V145,Allergy status to narcotic agent status
V146,Allergy status to analgesic agent status
V147,Allergy status to serum and vaccine status
V148,Allergy status to other drugs
V149,Allergy status to unspecified drugs
V1501,Allergy to peanuts
V1502,Allergy to milk products
V1503,Allergy to eggs
V1504,Allergy to seafood
V1505,Allergy to other foods
V1506,Other insect allergy status
V1507,Latex allergy status
V1508,Radiographic dye allergy status
V1509,Other nonmedicinal substance allergy status
V151,Other specified postprocedural states
V1521,Personal history of in utero procedure during pregnancy
V1522,Personal history of in utero procedure while a fetus
V1529,Other specified postprocedural states
V153,Personal history of irradiation
V1541,Personal history of adult physical and sexual abuse
V1542,Personal history of adult psychological abuse
V1549,Other personal history of psychological trauma
V1551,Personal history of (healed) traumatic fracture
V1552,Personal history of traumatic brain injury
V1553,Personal history of retained foreign body fully removed
V1559,Personal history of other (healed) physical injury and trauma
V156,Other specified personal risk factors
V157,Personal history of contraception
V1580,Personal history of failed moderate sedation
V1581,Patient's noncompliance with other medical treatment and regimen
V1582,Personal history of nicotine dependence
V1583,Underimmunization status
V1584,Contact with and (suspected) exposure to asbestos
V1585,Occupational exposure to other risk factors
V1586,Contact with and (suspected) exposure to lead
V1587,Personal history of extracorporeal membrane oxygenation (ECMO)
V1588,History of falling
V1589,Other contact with and (suspected) exposures hazardous to health
V159,Other specified personal risk factors
V160,Family history of malignant neoplasm of digestive organs
V161,Family history of malignant neoplasm of trachea
V162,Family history of malignant neoplasm of other respiratory and intrathoracic organs
V163,Family history of malignant neoplasm of breast
1640,Family history of malignant neoplasm of other genital organs
V1641,Family history of malignant neoplasm of ovary
V1642,Family history of malignant neoplasm of prostate
V1643,Family history of malignant neoplasm of testis
V1649,Family history of malignant neoplasm of other genital organs
V1651,Family history of malignant neoplasm of kidney
V1652,Family history of malignant neoplasm of bladder
V1659,Family history of malignant neoplasm of other urinary tract organ
V166,Family history of leukemia
V167,Family history of other malignant neoplasms of lymphoid
V168,Family history of malignant neoplasm of other organs or systems
V169,Family history of malignant neoplasm
V170,Family history of other mental and behavioral disorders
V171,Family history of stroke
V172,Family history of epilepsy and other diseases of the nervous system
V173,Family history of ischemic heart disease and other diseases of the circulatory system
V1741,Family history of sudden cardiac death
V1749,Family history of ischemic heart disease and other diseases of the circulatory system
V175,Family history of asthma and other chronic lower respiratory diseases
V176,Family history of other diseases of the respiratory system
V177,Family history of arthritis
V1781,Family history of osteoporosis
V1789,Family history of other diseases of the musculoskeletal system and connective tissue
V180,Family history of diabetes mellitus
V1811,Family history of multiple endocrine neoplasia [MEN] syndrome
V1819,Family history of other endocrine
V182,Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
V183,Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
V184,Family history of intellectual disabilities
V1851,Family history of colonic polyps
V1859,Family history of other diseases of the digestive system
V1861,Family history of polycystic kidney
V1869,Family history of disorders of kidney and ureter
V187,Family history of other diseases of the genitourinary system
V188,Family history of other infectious and parasitic diseases
V189,Family history of carrier of genetic disease
V190,Family history of blindness and visual loss
V1911,Family history of glaucoma
V1919,Family history of other specified eye disorder
V192,Family history of deafness and hearing loss
V193,Family history of ear disorders
V194,Family history of diseases of the skin and subcutaneous tissue
V195,Family history of other congenital malformations
V196,Family history of other specified conditions
V197,Family history of consanguinity
V198,Family history of other specified conditions
V200,Encounter for health supervision and care of foundling
V201,Encounter for health supervision and care of other healthy infant and child
V202,Encounter for routine child health examination without abnormal findings
V2031,Health examination for newborn under 8 days old
V2032,Health examination for newborn 8 to 28 days old
V210,Encounter for examination for period of rapid growth in childhood
V211,Encounter for examination for adolescent development state
V212,Encounter for examination for adolescent development state
V2130,Other low birth weight newborn
V2131,Extremely low birth weight newborn
V2132,Extremely low birth weight newborn
V2133,Other low birth weight newborn
V2134,Other low birth weight newborn
V2135,Other low birth weight newborn
V218,Encounter for examination for period of rapid growth in childhood
V219,Personal history of other specified conditions
V220,Encounter for supervision of normal first pregnancy
V221,Encounter for supervision of other normal pregnancy
V222,Pregnant state
V230,Supervision of pregnancy with history of infertility
V231,Supervision of pregnancy with history of ectopic or molar pregnancy
V232,Supervision of pregnancy with other poor reproductive or obstetric history
V233,Supervision of pregnancy with grand multiparity
V2341,Supervision of pregnancy with history of pre-term labor
V2342,Supervision of pregnancy with history of ectopic or molar pregnancy
V2349,Supervision of pregnancy with other poor reproductive or obstetric history
V235,Supervision of pregnancy with other poor reproductive or obstetric history
V237,Supervision of pregnancy with insufficient antenatal care
V2381,Supervision of elderly primigravida
V2382,Supervision of elderly multigravida
V2383,Supervision of young primigravida
V2384,Supervision of young multigravida
V2385,Supervision of pregnancy resulting from assisted reproductive technology
V2386,Supervision of pregnancy with history of in utero procedure during previous pregnancy
V2387,Pregnancy with inconclusive fetal viability
V2389,Supervision of other high risk pregnancies
V239,Supervision of high risk pregnancy
V240,Encounter for care and examination of mother immediately after delivery
V241,Encounter for care and examination of lactating mother
V242,Encounter for routine postpartum follow-up
V2501,Encounter for initial prescription of contraceptive pills
V2502,Encounter for initial prescription of other contraceptives
V2503,Encounter for prescription of emergency contraception
V2504,Counseling and instruction in natural family planning to avoid pregnancy
V2509,Encounter for other general counseling and advice on contraception
V2511,Encounter for insertion of intrauterine contraceptive device
V2512,Encounter for removal of intrauterine contraceptive device
V2513,Encounter for removal and reinsertion of intrauterine contraceptive device
V252,Encounter for sterilization
V253,Encounter for other contraceptive management
V2540,Encounter for surveillance of contraceptives
V2541,Encounter for surveillance of contraceptive pills
V2542,Encounter for routine checking of intrauterine contraceptive device
V2543,Encounter for surveillance of other contraceptives
V2549,Encounter for surveillance of other contraceptives
V255,Encounter for surveillance of other contraceptives
V258,Encounter for other contraceptive management
V259,Encounter for contraceptive management
V260,Encounter for reversal of previous sterilization
V261,Encounter for other procreative management
V2621,Encounter for fertility testing
V2622,Aftercare following sterilization reversal
V2629,Encounter for other procreative investigation and testing
V2631,Encounter of female for testing for genetic disease carrier status for procreative management
V2632,Encounter for other genetic testing of female for procreative management
V2633,Encounter for genetic counseling
V2634,Encounter of male for testing for genetic disease carrier status for procreative management
V2635,Encounter for testing of male partner of patient with recurrent pregnancy loss
V2639,Encounter for other genetic testing of male for procreative management
V2641,Procreative counseling and advice using natural family planning
V2642,Encounter for fertility preservation counseling
V2649,Encounter for other general counseling and advice on procreation
V2651,Tubal ligation status
V2652,Vasectomy status
V2681,Encounter for assisted reproductive fertility procedure cycle
V2682,Encounter for fertility preservation procedure
V2689,Encounter for other procreative management
V269,Encounter for procreative management
V270,Single live birth
V271,Single stillbirth
V272,Twins
V273,Twins
V274,Twins
V275,Other multiple births
V276,Other multiple births
V277,Other multiple births
V279,Outcome of delivery
V280,Encounter for antenatal screening of mother
V281,Encounter for antenatal screening of mother
V282,Encounter for antenatal screening of mother
V283,Encounter for antenatal screening of mother
V284,Encounter for antenatal screening of mother
V285,Encounter for antenatal screening of mother
V286,Encounter for antenatal screening of mother
V2881,Encounter for antenatal screening of mother
V2882,Encounter for antenatal screening of mother
V2889,Encounter for antenatal screening of mother
V289,Encounter for antenatal screening of mother
V290,Newborn (suspected to be) affected by maternal infectious and parasitic diseases
V291,Newborn (suspected to be) affected by other maternal conditions
V292,Newborn (suspected to be) affected by other maternal circulatory and respiratory diseases
V293,Newborn (suspected to be) affected by other maternal conditions
V298,Newborn (suspected to be) affected by other maternal conditions
V299,Newborn (suspected to be) affected by unspecified maternal condition
V3000,Single liveborn infant
V3001,Single liveborn infant
V301,Single liveborn infant
V302,Single liveborn infant
V3100,Twin liveborn infant
V3101,Twin liveborn infant
V311,Twin liveborn infant
V312,Twin liveborn infant
V3200,Twin liveborn infant
V3201,Twin liveborn infant
V321,Twin liveborn infant
V322,Twin liveborn infant
V3300,Twin liveborn infant
V3301,Twin liveborn infant
V331,Twin liveborn infant
V332,Twin liveborn infant
V3400,Triplet liveborn infant
V3401,Other multiple liveborn infant
V341,Other multiple liveborn infant
V342,Other multiple liveborn infant
V3500,Other multiple liveborn infant
V3501,Other multiple liveborn infant
V351,Other multiple liveborn infant
V352,Other multiple liveborn infant
V3600,Other multiple liveborn infant
V3601,Other multiple liveborn infant
V361,Other multiple liveborn infant
V362,Other multiple liveborn infant
V3700,Other multiple liveborn infant
V3701,Other multiple liveborn infant
V371,Other multiple liveborn infant
V372,Other multiple liveborn infant
V3900,Single liveborn infant
V3901,Single liveborn infant
V391,Single liveborn infant
V392,Single liveborn infant
V400,Developmental disorder of scholastic skills
V401,Personal history of other mental and behavioral disorders
V402,Nonpsychotic mental disorder
V4031,Wandering in diseases classified elsewhere
V4039,Unspecified disorder of adult personality and behavior
V409,Unspecified disorder of adult personality and behavior
V410,Presence of spectacles and contact lenses
V411,Unspecified disorder of eye and adnexa
V412,Other general symptoms and signs
V413,Unspecified disorder of ear
V414,Other speech disturbances
V415,Unspecified disturbances of smell and taste
V416,Dysphagia
V417,Unspecified sexual dysfunction not due to a substance or known physiological condition
V418,Other general symptoms and signs
V419,Illness
V420,Kidney transplant status
V421,Heart transplant status
V422,Presence of xenogenic heart valve
V423,Skin transplant status
V424,Bone transplant status
V425,Corneal transplant status
V426,Lung transplant status
V427,Liver transplant status
V4281,Bone marrow transplant status
V4282,Stem cells transplant status
V4283,Pancreas transplant status
V4284,Intestine transplant status
V4289,Other transplanted organ and tissue status
V429,Transplanted organ and tissue status
V430,Presence of artificial eye
V431,Presence of intraocular lens
V4321,Presence of heart assist device
V4322,Presence of fully implantable artificial heart
V433,Presence of prosthetic heart valve
V434,Presence of other vascular implants and grafts
V435,Presence of urogenital implants
V4360,Presence of unspecified orthopedic joint implant
V4361,Presence of unspecified artificial shoulder joint
V4362,Presence of unspecified artificial elbow joint
V4363,Presence of unspecified artificial wrist joint
V4364,Presence of unspecified artificial hip joint
V4365,Presence of unspecified artificial knee joint
V4366,Presence of unspecified artificial ankle joint
V4369,Presence of other orthopedic joint implants
V437,Presence of artificial limb (complete) (partial)
V4381,Presence of artificial larynx
V4382,Breast implant status
V4383,Presence of artificial skin
V4389,Presence of functional implant
V440,Tracheostomy status
V441,Gastrostomy status
V442,Ileostomy status
V443,Colostomy status
V444,Other artificial openings of gastrointestinal tract status
V4450,Unspecified cystostomy status
V4451,Cutaneous-vesicostomy status
V4452,Appendico-vesicostomy status
V4459,Other cystostomy status
V446,Other artificial openings of urinary tract status
V447,Other artificial opening status
V448,Other artificial opening status
V449,Artificial opening status
V4500,Presence of cardiac and vascular implant and graft
V4501,Presence of cardiac pacemaker
V4502,Presence of automatic (implantable) cardiac defibrillator
V4509,Presence of other cardiac implants and grafts
V4511,Dependence on renal dialysis
V4512,Patient's noncompliance with renal dialysis
V452,Presence of cerebrospinal fluid drainage device
V453,Intestinal bypass and anastomosis status
V454,Arthrodesis status
V4551,Presence of (intrauterine) contraceptive device
V4552,Presence of (intrauterine) contraceptive device
V4559,Presence of (intrauterine) contraceptive device
V4561,Cataract extraction status
V4569,Filtering (vitreous) bleb after glaucoma surgery status
V4571,Acquired absence of unspecified breast and nipple
V4572,Acquired absence of other specified parts of digestive tract
V4573,Acquired absence of kidney
V4574,Acquired absence of other parts of urinary tract
V4575,Acquired absence of stomach [part of]
V4576,Acquired absence of lung [part of]
V4577,Acquired absence of other genital organ(s)
V4578,Acquired absence of eye
V4579,Acquired absence of other organs
V4581,Presence of aortocoronary bypass graft
V4582,Coronary angioplasty status
V4583,Personal history of breast implant removal
V4584,Dental restoration status
V4585,Presence of insulin pump (external) (internal)
V4586,Bariatric surgery status
V4587,Transplanted organ removal status
V4588,Status post administration of tPA (rtPA) in a different facility within the last 24 hours prior to admission to current facility
V4589,Other specified postprocedural states
V460,Dependence on aspirator
V4611,Dependence on respirator [ventilator] status
V4612,Encounter for respirator [ventilator] dependence during power failure
V4613,Dependence on respirator [ventilator] status
V4614,Mechanical complication of respirator
V462,Dependence on supplemental oxygen
V463,Dependence on wheelchair
V468,Dependence on other enabling machines and devices
V469,Dependence on other enabling machines and devices
V470,Personal history of other specified conditions
V471,Other general symptoms and signs
V472,Other general symptoms and signs
V473,Other general symptoms and signs
V474,Other general symptoms and signs
V475,Other general symptoms and signs
V479,Other general symptoms and signs
V480,Other general symptoms and signs
V481,Other general symptoms and signs
V482,Other general symptoms and signs
V483,Other general symptoms and signs
V484,Other general symptoms and signs
V485,Other general symptoms and signs
V486,Other general symptoms and signs
V487,Other general symptoms and signs
V488,Other general symptoms and signs
V489,Other general symptoms and signs
V490,Other general symptoms and signs
V491,Other general symptoms and signs
V492,Other general symptoms and signs
V493,Other general symptoms and signs
V494,Other general symptoms and signs
V495,Other general symptoms and signs
V4960,Acquired absence of unspecified upper limb
V4961,Acquired absence of unspecified thumb
V4962,Acquired absence of unspecified finger(s)
V4963,Acquired absence of unspecified hand
V4964,Acquired absence of unspecified wrist
V4965,Acquired absence of unspecified upper limb below elbow
V4966,Acquired absence of unspecified upper limb above elbow
V4967,Acquired absence of unspecified shoulder
V4970,Acquired absence of limb
V4971,Acquired absence of unspecified great toe
V4972,Acquired absence of other toe(s)
V4973,Acquired absence of unspecified foot
V4974,Acquired absence of unspecified ankle
V4975,Acquired absence of unspecified leg below knee
V4976,Acquired absence of unspecified leg above knee
V4977,Acquired absence of unspecified hip joint
V4981,Asymptomatic menopausal state
V4982,Dental sealant status
V4983,Awaiting organ transplant status
V4984,Bed confinement status
V4985,Dual sensory impairment
V4986,Do not resuscitate
V4987,Physical restraint status
V4989,Other specified health status
V499,Personal history of other specified conditions
V500,Encounter for cosmetic surgery
V501,Encounter for cosmetic surgery
V502,Encounter for routine and ritual male circumcision
V503,Encounter for ear piercing
V5041,Encounter for prophylactic removal of breast
V5042,Encounter for prophylactic removal of ovary
V5049,Encounter for prophylactic removal of unspecified organ
V508,Encounter for other procedures for purposes other than remedying health state
V509,Encounter for procedure for purposes other than remedying health state
V510,Encounter for breast reconstruction following mastectomy
V518,Encounter for other plastic and reconstructive surgery following medical procedure or healed injury
V520,Encounter for fitting and adjustment of unspecified artificial arm
V521,Encounter for fitting and adjustment of unspecified artificial leg
V522,Encounter for fitting and adjustment of artificial eye
V523,Encounter for fitting and adjustment of dental prosthetic device
V524,Encounter for fitting and adjustment of external breast prosthesis
V528,Encounter for fitting and adjustment of other external prosthetic devices
V529,Encounter for fitting and adjustment of unspecified external prosthetic device
V5301,Encounter for adjustment and management of cerebrospinal fluid drainage device
V5302,Encounter for adjustment and management of neuropacemaker (brain) (peripheral nerve) (spinal cord)
V5309,Encounter for fitting and adjustment of other devices related to nervous system and special senses
V531,Encounter for fitting and adjustment of spectacles and contact lenses
V532,Encounter for fitting and adjustment of hearing aid
V5331,Encounter for checking and testing of cardiac pacemaker pulse generator [battery]
V5332,Encounter for adjustment and management of automatic implantable cardiac defibrillator
V5339,Encounter for adjustment and management of other cardiac device
V534,Encounter for fitting and adjustment of orthodontic device
V5350,Encounter for fitting and adjustment of other gastrointestinal appliance and device
V5351,Encounter for fitting and adjustment of gastric lap band
V5359,Encounter for fitting and adjustment of other gastrointestinal appliance and device
V536,Encounter for fitting and adjustment of urinary device
V537,Encounter for fitting and adjustment of other specified devices
V538,Encounter for fitting and adjustment of other specified devices
V5390,Encounter for fitting and adjustment of unspecified device
V5391,Encounter for fitting and adjustment of insulin pump
V5399,Encounter for fitting and adjustment of other specified devices
V5401,Encounter for removal of internal fixation device
V5402,Encounter for other specified aftercare
V5409,Encounter for other specified aftercare
V5410,Unspecified fracture of unspecified forearm
V5411,Fracture of unspecified part of scapula
V5412,Unspecified physeal fracture of upper end of radius
V5413,Unspecified intracapsular fracture of right femur
V5414,Unspecified fracture of unspecified lower leg
V5415,Torus fracture of lower end of right femur
V5416,Fracture of unspecified metatarsal bone(s)
V5417,Anterior displaced Type II dens fracture
V5419,Fractures of other specified skull and facial bones
V5420,Pathological fracture
V5421,Pathological fracture
V5422,Pathological fracture
V5423,Pathological fracture
V5424,Pathological fracture
V5425,Pathological fracture
V5426,Pathological fracture
V5427,Pathological fracture
V5429,Pathological fracture
V5481,Aftercare following joint replacement surgery
V5482,Aftercare following explantation of shoulder joint prosthesis
V5489,Encounter for other orthopedic aftercare
V549,Encounter for other specified aftercare
V550,Encounter for attention to tracheostomy
V551,Encounter for attention to gastrostomy
V552,Encounter for attention to ileostomy
V553,Encounter for attention to colostomy
V554,Encounter for attention to other artificial openings of digestive tract
V555,Encounter for attention to cystostomy
V556,Encounter for attention to other artificial openings of urinary tract
V557,Encounter for attention to artificial vagina
V558,Encounter for attention to other artificial openings
V559,Encounter for attention to unspecified artificial opening
V560,Encounter for adequacy testing for hemodialysis
V561,Encounter for fitting and adjustment of extracorporeal dialysis catheter
V562,Encounter for fitting and adjustment of peritoneal dialysis catheter
V5631,Encounter for adequacy testing for hemodialysis
V5632,Encounter for adequacy testing for peritoneal dialysis
V568,Encounter for adequacy testing for peritoneal dialysis
V570,Encounter for other specified aftercare
V571,Encounter for other specified aftercare
V5721,Encounter for other specified aftercare
V5722,Encounter for other specified aftercare
V573,Encounter for other specified aftercare
V574,Encounter for other specified aftercare
V5781,Encounter for other specified aftercare
V5789,Encounter for other specified aftercare
V579,Encounter for other specified aftercare
V580,Encounter for antineoplastic radiation therapy
V5811,Encounter for antineoplastic chemotherapy
V5812,Encounter for antineoplastic immunotherapy
V582,Encounter for other specified aftercare
V5830,Encounter for change or removal of nonsurgical wound dressing
V5831,Encounter for change or removal of surgical wound dressing
V5832,Encounter for removal of sutures
V5841,Encounter for planned postprocedural wound closure
V5842,Aftercare following surgery for neoplasm
V5843,Encounter for other specified surgical aftercare
V5844,Encounter for aftercare following other organ transplant
V5849,Encounter for change or removal of drains
V585,Encounter for fitting and adjustment of orthodontic device
V5861,Long term (current) use of anticoagulants
V5862,Long term (current) use of antibiotics
V5863,Long term (current) use of antithrombotics/antiplatelets
V5864,Long term (current) use of non-steroidal anti-inflammatories (NSAID)
V5865,Long term (current) use of inhaled steroids
V5866,Long term (current) use of aspirin
